"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"680","48-1-241-122-2018","48-1-241-122-2013","48-1-241-122",193622.290416377,173367.269662294,138.4246,127.8853,0,1,0,1,0,31.056091,-94.285783,4.6,2018,2013,55,50,0,0,141,141," 232Fa",1,0,2,0,2,"TX3106809428620170502","TX31068094286","2017","05","02",2013,48,1,241,122,8,15,"48-1-241-122",2013,48,1,241,122,3,1,50,50,"48-1-241-122",2018,48,1,241,122,3,1,55,55,"48-1-241-122","2018-8-15","2018-8",1,3,13,469,15.42,1.28,2037.48776,5,0,0,185.22616,1,0,0,-1852.2616,-4,0,0
"681","48-1-339-131-2017","48-1-339-131-2012","48-1-339-131",133440.351451482,117759.135217959,88.5765,79.0489,0,1,0,1,0,30.547736,-95.685784,5.5,2018,2012,85,80,0,0,161,161," 232Fa",1,0,5,0,2,"TX3055009572020130315","TX30550095720","2013","03","15",2012,48,1,339,131,8,2,"48-1-339-131",2012,48,1,339,131,3,1,80,80,"48-1-339-131",2017,48,1,339,131,3,1,85,85,"48-1-339-131","2018-8-2","2018-8",5,5,-13,1964,64.58,5.38,5742.01096,3,0,0,8705.62952,4,1111.35696,1,2963.61856,1,1111.35696,1
"682","48-1-339-133-2017","48-1-339-133-2012","48-1-339-133",136742.655007672,119008.056756752,152.6028,150.6772,0,0,0,0,0,30.488774,-95.677597,5.5,2018,2012,31,24,0,0,161,161," 232Fa",0,0,5,0,2,"TX3050009568020130318","TX30500095680","2013","03","18",2012,48,1,339,133,8,21,"48-1-339-133",2012,48,1,339,133,2,1,24,24,"48-1-339-133",2017,48,1,339,133,2,1,31,31,"48-1-339-133","2018-8-21","2018-8",5,5,3,1980,65.11,5.43,185.22616,1,0,0,2593.16624,3,2222.71392,1,2407.94008,2,2222.71392,1
"683","48-1-403-102-2017","48-1-403-102-2012","48-1-403-102",210128.916302998,207967.635269121,147.4111,151.6945,0,1,0,1,0,31.176803,-93.837428,5.4,2017,2012,70,65,0,0,161,161," 232Fa",1,0,3,0,2,"TX3118009383820140330","TX31180093838","2014","03","30",2012,48,1,403,102,4,18,"48-1-403-102",2012,48,1,403,102,3,1,65,65,"48-1-403-102",2017,48,1,403,102,4,1,70,70,"48-1-403-102","2017-4-18","2017-4",3,1,-12,1113,36.6,3.05,926.1308,2,0,0,2963.61856,5,740.90464,1,2037.48776,3,740.90464,1
"684","48-1-403-79-2015","48-1-403-79-2010","48-1-403-79",128551.08810904,117582.998295376,160.2485,150.2568,0,0,0,0,0,31.19372,-93.639593,5.8,2016,2010,60,55,0,0,161,161," 232Fa",0,0,1,0,2,"TX3117709363320150128","TX31177093633","2015","01","28",2010,48,1,403,79,3,16,"48-1-403-79",2010,48,1,403,79,NA,0.296002,NA,NA,"48-1-403-79",2015,48,1,403,79,NA,0.296002,NA,NA,"48-1-403-79","2016-3-16","2016-3",1,2,-12,414,13.61,1.13,740.90464,2,370.45232,1,555.67848,3,0,0,-185.22616,1,-370.45232,-1
"685","48-1-403-87-2018","48-1-403-87-2013","48-1-403-87",82002.4604855394,63965.3932435323,122.3714,79.5504,0,0,0,0,0,31.576794,-93.865154,6,2018,2012,13,8,0,0,406,161," 231Ea",0,0,1,0,1,"TX3156709385720170328","TX31567093857","2017","03","28",2013,48,1,403,87,12,11,"48-1-403-87",2013,48,1,403,87,3,0.25,45,45,"48-1-403-87",2018,48,1,403,87,3,0.25,50,50,"48-1-403-87","2018-12-11","2018-12",1,9,-17,622,20.45,1.7,0,0,0,0,0,0,0,0,0,0,0,0
"686","48-1-403-96-2016","48-1-403-96-2011","48-1-403-96",76828.5620374472,74591.1922198617,55.7544,64.1986,1,1,0,1,0,31.246235,-93.841439,5.6,2016,2011,55,50,0,0,161,161," 232Fc",1,0,2,0,2,"TX3124909384320140326","TX31249093843","2014","03","26",2011,48,1,403,96,3,14,"48-1-403-96",2011,48,1,403,96,3,1,50,50,"48-1-403-96",2016,48,1,403,96,3,1,55,55,"48-1-403-96","2016-3-14","2016-3",2,0,-12,718,23.61,1.97,740.90464,2,0,0,4445.42784,7,1296.58312,1,3704.5232,5,1296.58312,1
"687","48-1-403-98-2018","48-1-403-98-2013","48-1-403-98",172737.400578794,174574.60136061,118.4037,126.3434,0,0,0,0,0,31.26874,-93.91615,5.6,2018,2013,65,60,0,0,161,161," 232Fe",0,0,3,0,2,"TX3127009393020160228","TX31270093930","2016","02","28",2013,48,1,403,98,1,10,"48-1-403-98",2013,48,1,403,98,3,1,60,60,"48-1-403-98",2018,48,1,403,98,3,1,65,65,"48-1-403-98","2018-1-10","2018-1",2,-1,-18,682,22.43,1.87,1852.2616,2,0,0,5001.10632,4,1481.80928,1,3148.84472,2,1481.80928,1
"688","48-1-403-99-2016","48-1-403-99-2011","48-1-403-99",143254.833048481,133727.137353377,88.9842,89.9477,0,1,0,1,0,31.165142,-93.848972,5.7,2016,2011,65,60,0,0,161,161," 232Fa",1,0,2,0,2,"TX3117509385920140402","TX31175093859","2014","04","02",2011,48,1,403,99,2,21,"48-1-403-99",2011,48,1,403,99,3,1,60,60,"48-1-403-99",2016,48,1,403,99,3,1,65,65,"48-1-403-99","2016-2-21","2016-2",2,-2,19,688,22.62,1.89,6297.68944,6,0,0,10002.21264,5,0,0,3704.5232,-1,0,0
"689","48-1-405-75-2018","48-1-405-75-2013","48-1-405-75",154335.295903311,151900.31691308,92.2292,101.7332,0,1,0,1,0,31.458465,-94.175645,5.7,2018,2012,71,65,0,0,161,161," 232Fe",1,0,2,1,3,"TX3144709418620170509","TX31447094186","2017","05","09",2013,48,1,405,75,12,17,"48-1-405-75",2013,48,1,405,75,3,1,65,65,"48-1-405-75",2018,48,1,405,75,4,1,71,71,"48-1-405-75","2018-12-17","2018-12",1,7,8,586,19.27,1.61,4260.20168,3,0,0,11484.02192,5,740.90464,1,7223.82024,2,740.90464,1
"690","48-1-405-80-2018","48-1-405-80-2013","48-1-405-80",223291.217463077,199594.70742548,188.8239,176.3508,0,1,0,1,0,31.33964,-94.181418,5,2018,2013,45,40,0,0,161,161," 232Fe",1,0,2,0,1,"TX3133209417920170408","TX31332094179","2017","04","08",2013,48,1,405,80,6,4,"48-1-405-80",2013,48,1,405,80,2,0.25,40,40,"48-1-405-80",2018,48,1,405,80,3,0.25,45,45,"48-1-405-80","2018-6-4","2018-6",1,2,-4,422,13.88,1.16,0,0,0,0,0,0,0,0,0,0,0,0
"691","48-1-405-81-2017","48-1-405-81-2012","48-1-405-81",113475.902596549,80176.2989971207,159.3277,127.653,0,1,0,1,0,31.327408,-94.204911,6,2017,2011,30,20,0,0,161,161," 232Fe",1,0,1,0,1,"TX3133209417920170408","TX31332094179","2017","04","08",2012,48,1,405,81,11,14,"48-1-405-81",2012,48,1,405,81,NA,0.054213,NA,NA,"48-1-405-81",2017,48,1,405,81,NA,0.054213,NA,NA,"48-1-405-81","2017-11-14","2017-11",0,7,6,219,7.2,0.6,2407.94008,5,0,0,2037.48776,6,0,0,-370.45232,1,0,0
"692","48-1-405-82-2016","48-1-405-82-2011","48-1-405-82",145895.538538013,133386.647070963,105.4867,102.1012,0,0,0,0,0,31.352984,-94.237581,5.5,2016,2010,55,50,0,0,161,161," 232Fe",0,0,2,0,2,"TX3134909422920150129","TX31349094229","2015","01","29",2011,48,1,405,82,12,20,"48-1-405-82",2011,48,1,405,82,3,1,50,50,"48-1-405-82",2016,48,1,405,82,3,1,55,55,"48-1-405-82","2016-12-20","2016-12",1,11,-9,691,22.72,1.89,3889.74936,5,370.45232,1,6482.9156,4,1667.03544,1,2593.16624,-1,1296.58312,0
"693","48-1-405-84-2017","48-1-405-84-2012","48-1-405-84",160394.908972926,132175.233640419,136.3271,123.8378,0,1,0,1,0,31.241889,-94.221018,5.8,2017,2012,35,30,0,0,161,161," 232Fe",1,0,3,0,2,"TX3124009423020160216","TX31240094230","2016","02","16",2012,48,1,405,84,1,18,"48-1-405-84",2012,48,1,405,84,4,0.25,60,60,"48-1-405-84",2017,48,1,405,84,4,0.25,65,65,"48-1-405-84","2017-1-18","2017-1",1,-1,2,337,11.08,0.92,0,0,0,0,0,0,0,0,0,0,0,0
"694","48-1-405-88-2015","48-1-405-88-2010","48-1-405-88",91401.9891155291,78328.0775210418,81.6327,73.5378,0,0,0,0,0,31.197697,-94.188541,5.5,2015,2010,60,63,0,0,406,406," 232Fe",0,0,1,0,2,"TX3121709419820140226","TX31217094198","2014","02","26",2010,48,1,405,88,5,20,"48-1-405-88",2010,48,1,405,88,3,1,63,63,"48-1-405-88",2015,48,1,405,88,3,1,60,60,"48-1-405-88","2015-5-20","2015-5",1,3,-6,450,14.8,1.23,20930.55608,3,16670.3544,1,926.1308,1,0,0,-20004.42528,-2,-16670.3544,-1
"695","48-1-405-93-2017","48-1-405-93-2012","48-1-405-93",94732.3267886525,85618.6344349782,103.5217,105.9115,0,1,0,1,0,31.369993,-94.239131,5.7,2017,2011,30,25,0,0,161,161," 232Fe",1,0,3,0,2,"TX3137709424920140326","TX31377094249","2014","03","26",2012,48,1,405,93,11,15,"48-1-405-93",2012,48,1,405,93,3,0.25,71,71,"48-1-405-93",2017,48,1,405,93,3,0.25,76,76,"48-1-405-93","2017-11-15","2017-11",3,8,-11,1327,43.64,3.64,2593.16624,7,555.67848,1,2407.94008,5,185.22616,1,-185.22616,-2,-370.45232,0
"696","48-1-405-94-2016","48-1-405-94-2011","48-1-405-94",105461.684890403,73764.8360705194,112.6155,90.5253,0,1,0,1,0,31.380885,-94.245289,5.5,2016,2011,29,24,1,1,161,161," 232Fe",1,0,1,0,2,"TX3138009425020160402","TX31380094250","2016","04","02",2011,48,1,405,94,1,13,"48-1-405-94",2011,48,1,405,94,4,0.245758,60,60,"48-1-405-94",2016,48,1,405,94,4,0.245758,65,65,"48-1-405-94","2016-1-13","2016-1",0,-3,11,-80,-2.63,-0.22,2963.61856,5,0,0,2778.3924,3,0,0,-185.22616,-2,0,0
"697","48-1-405-97-2015","48-1-405-97-2010","48-1-405-97",225854.894409295,199017.613593996,147.0888,138.0557,0,1,0,1,0,31.255793,-94.289866,5.4,2015,2010,65,60,0,0,161,161," 232Fe",1,0,1,0,2,"TX3126209428620140507","TX31262094286","2014","05","07",2010,48,1,405,97,5,18,"48-1-405-97",2010,48,1,405,97,4,1,60,60,"48-1-405-97",2015,48,1,405,97,4,1,65,65,"48-1-405-97","2015-5-18","2015-5",1,0,11,376,12.36,1.03,4445.42784,4,1111.35696,1,555.67848,1,0,0,-3889.74936,-3,-1111.35696,-1
"698","48-1-455-100-2015","48-1-455-100-2010","48-1-455-100",9765.31611102649,27456.7593087518,31.1738,12.3483,0,0,0,0,0,31.252869,-95.141229,5.6,2015,2009,15,76,0,0,161,161," 231Ef",1,0,5,0,2,"TX3124009512720100310","TX31240095127","2010","03","10",2010,48,1,455,100,12,14,"48-1-455-100",2010,48,1,455,100,3,0.25,76,76,"48-1-455-100",2015,48,1,455,100,3,0.25,80,80,"48-1-455-100","2015-12-14","2015-12",5,9,4,2103,69.15,5.76,4815.88016,5,4074.97552,3,1481.80928,4,926.1308,1,-3334.07088,-1,-3148.84472,-2
"699","48-1-455-87-2018","48-1-455-87-2013","48-1-455-87",165320.294067161,155820.718616529,104.9289,109.5286,0,1,0,1,0,31.30319,-95.030312,5.2,2018,2013,65,80,0,0,161,161," 231Ef",1,0,3,0,2,"TX3133009503020160127","TX31330095030","2016","01","27",2013,48,1,455,87,2,27,"48-1-455-87",2013,48,1,455,87,4,1,80,80,"48-1-455-87",2018,48,1,455,87,3,1,65,65,"48-1-455-87","2018-2-27","2018-2",2,1,0,760,24.99,2.08,0,0,0,0,0,0,0,0,0,0,0,0
"700","48-1-455-88-2015","48-1-455-88-2010","48-1-455-88",67723.7397902153,50977.2276090204,102.9101,57.7597,0,1,0,1,0,31.14484,-94.896732,5.8,2015,2009,20,18,0,0,161,161," 232Fe",1,0,5,0,2,"TX3116909489520100327","TX31169094895","2010","03","27",2010,48,1,455,88,12,16,"48-1-455-88",2010,48,1,455,88,1,0.25,8,8,"48-1-455-88",2015,48,1,455,88,2,1,20,20,"48-1-455-88","2015-12-16","2015-12",5,9,-11,2088,68.66,5.72,3334.07088,3,0,0,2593.16624,2,0,0,-740.904640000001,-1,0,0
"701","48-1-471-106-2016","48-1-471-106-2011","48-1-471-106",75691.7090839144,95411.7340280242,88.223,102.5985,0,0,0,0,0,30.518377,-95.581652,5.1,2016,2011,50,70,0,0,161,406," 232Fa",1,0,3,0,2,"TX3055009561020130408","TX30550095610","2013","04","08",2011,48,1,471,106,6,6,"48-1-471-106",2011,48,1,471,106,NA,0.25,NA,NA,"48-1-471-106",2016,48,1,471,106,NA,0.25,NA,NA,"48-1-471-106","2016-6-6","2016-6",3,2,-2,1154,37.95,3.16,5556.7848,6,926.1308,1,2593.16624,5,0,0,-2963.61856,-1,-926.1308,-1
"702","48-1-471-108-2017","48-1-471-108-2012","48-1-471-108",214881.481514276,191339.859886713,163.5989,148.2266,0,1,0,1,0,30.587264,-95.654189,5.4,2018,2012,41,78,0,0,161,161," 232Fa",1,0,5,0,1,"TX3056809565520130419","TX30568095655","2013","04","19",2012,48,1,471,108,9,18,"48-1-471-108",2012,48,1,471,108,3,1,78,78,"48-1-471-108",2017,48,1,471,108,2,0.25,41,41,"48-1-471-108","2018-9-18","2018-9",5,5,-1,1976,64.98,5.42,0,0,0,0,0,0,0,0,0,0,0,0
"703","48-1-5-100-2018","48-1-5-100-2013","48-1-5-100",225412.498574027,194224.080488813,176.8642,168.1483,0,1,0,1,0,31.086299,-94.251216,5.1,2018,2013,41,35,0,0,161,161," 232Fa",1,0,1,0,2,"TX3109909424320170409","TX31099094243","2017","04","09",2013,48,1,5,100,4,3,"48-1-5-100",2013,48,1,5,100,3,1,35,35,"48-1-5-100",2018,48,1,5,100,3,1,41,41,"48-1-5-100","2018-4-3","2018-4",1,0,-6,359,11.81,0.98,0,0,0,0,0,0,0,0,0,0,0,0
"704","48-1-5-101-2017","48-1-5-101-2012","48-1-5-101",155116.258172048,143093.085199722,119.6563,118.6166,0,1,0,1,0,31.084197,-94.270484,5.7,2017,2011,45,40,0,0,161,161," 232Fa",1,0,1,0,2,"TX3106809428620170502","TX31068094286","2017","05","02",2012,48,1,5,101,12,6,"48-1-5-101",2012,48,1,5,101,3,1,40,40,"48-1-5-101",2017,48,1,5,101,3,1,45,45,"48-1-5-101","2017-12-6","2017-12",0,7,4,217,7.14,0.6,5556.7848,3,1667.03544,1,4445.42784,2,0,0,-1111.35696,-1,-1667.03544,-1
"705","48-1-5-102-2016","48-1-5-102-2011","48-1-5-102",164008.510315788,150985.798406232,112.7499,116.6437,0,0,0,0,0,31.086725,-94.298573,5.6,2016,2010,50,45,0,0,161,161," 232Fa",0,0,3,0,2,"TX3110409429920130315","TX31104094299","2013","03","15",2011,48,1,5,102,10,25,"48-1-5-102",2011,48,1,5,102,4,0.492791,60,60,"48-1-5-102",2016,48,1,5,102,4,0.492791,65,65,"48-1-5-102","2016-10-25","2016-10",3,7,10,1318,43.34,3.61,1111.35696,4,0,0,17966.93752,4,16114.67592,1,16855.58056,0,16114.67592,1
"706","48-1-5-107-2015","48-1-5-107-2010","48-1-5-107",95315.7275553516,141972.598405651,87.7131,150.4588,1,0,0,0,0,31.175024,-94.30731,5.3,2015,2010,42,37,1,1,161,161," 232Fe",0,0,1,0,2,"TX3116709430620140407","TX31167094306","2014","04","07",2010,48,1,5,107,2,18,"48-1-5-107",2010,48,1,5,107,NA,0.07406,NA,NA,"48-1-5-107",2015,48,1,5,107,NA,0.070135,NA,NA,"48-1-5-107","2015-2-18","2015-2",1,-2,11,315,10.36,0.86,926.1308,1,0,0,926.1308,2,0,0,0,1,0,0
"707","48-1-5-109-2017","48-1-5-109-2012","48-1-5-109",65371.1095414847,203242.744679752,0,179.8578,1,0,0,0,0,31.124576,-94.296847,5.5,2017,2012,0,34,0,0,161,999," 232Fe",0,1,3,0,2,"TX3113009429220140321","TX31130094292","2014","03","21",2012,48,1,5,109,2,24,"48-1-5-109",2012,48,1,5,109,3,1,34,34,"48-1-5-109",2017,48,1,5,109,3,0.25,39,39,"48-1-5-109","2017-2-24","2017-2",3,-1,3,1068,35.12,2.93,2778.3924,2,0,0,2037.48776,3,0,0,-740.90464,1,0,0
"708","48-1-5-110-2016","48-1-5-110-2011","48-1-5-110",265430.362031596,267424.05192929,153.0827,162.2146,0,0,0,0,0,31.151203,-94.30244,5.5,2016,2010,65,62,1,1,142,142," 232Fe",0,0,2,0,2,"TX3113009429220140321","TX31130094292","2014","03","21",2011,48,1,5,110,12,2,"48-1-5-110",2011,48,1,5,110,3,1,62,62,"48-1-5-110",2016,48,1,5,110,3,1,65,65,"48-1-5-110","2016-12-2","2016-12",2,9,-19,985,32.39,2.7,2407.94008,1,0,0,21671.46072,2,18707.84216,1,19263.52064,1,18707.84216,1
"709","48-1-5-111-2015","48-1-5-111-2010","48-1-5-111",130184.920665332,120008.256775839,106.7346,104.4133,0,1,0,1,0,31.138175,-94.341691,5.7,2015,2009,45,40,0,0,161,161," 232Fe",1,0,3,1,3,"TX3113809435620130510","TX31138094356","2013","05","10",2010,48,1,5,111,12,3,"48-1-5-111",2010,48,1,5,111,3,1,40,40,"48-1-5-111",2015,48,1,5,111,3,1,45,45,"48-1-5-111","2015-12-3","2015-12",2,7,-7,936,30.78,2.56,2222.71392,4,185.22616,1,4630.654,6,1296.58312,2,2407.94008,2,1111.35696,1
"710","48-2-387-27-2006","48-2-387-27-2001","48-2-387-27",16324.9013957025,21008.2662074203,33.416,29.5437,0,0,0,0,0,33.480672,-94.936358,4.1,2005,2001,16,18,0,0,501,520," 255Ba",0,0,2,0,2,"TX3343009496820030201","TX33430094968","2003","02","01",2001,48,2,387,27,9,19,"48-2-387-27",2001,48,2,387,27,1,1,18,18,"48-2-387-27",2006,48,2,387,27,1,1,16,16,"48-2-387-27","2005-9-19","2005-9",2,7,18,961,31.6,2.63,3889.74936,5,0,0,1667.03544,3,0,0,-2222.71392,-2,0,0
"711","48-2-419-106-2018","48-2-419-106-2013","48-2-419-106",197553.057730876,167965.986162423,121.8968,109.6771,0,0,0,0,0,31.892951,-94.053161,5.5,2018,2012,85,80,0,0,161,161," 231Ea",0,0,4,0,2,"TX3189009404120140508","TX31890094041","2014","05","08",2013,48,2,419,106,11,29,"48-2-419-106",2013,48,2,419,106,4,1,80,80,"48-2-419-106",2018,48,2,419,106,4,1,85,85,"48-2-419-106","2018-11-29","2018-11",4,6,21,1663,54.69,4.56,1481.80928,5,0,0,370.45232,1,0,0,-1111.35696,-4,0,0
"712","48-2-419-115-2017","48-2-419-115-2012","48-2-419-115",68339.8800825399,139389.266386552,53.8426,130.2277,1,1,0,1,0,31.759346,-93.995798,5.9,2017,2011,39,33,0,0,162,161," 231Ea",1,0,1,0,2,"TX3177109398420170423","TX31771093984","2017","04","23",2012,48,2,419,115,10,27,"48-2-419-115",2012,48,2,419,115,3,1,33,33,"48-2-419-115",2017,48,2,419,115,3,1,39,39,"48-2-419-115","2017-10-27","2017-10",0,6,4,186,6.12,0.51,0,0,0,0,0,0,0,0,0,0,0,0
"713","48-2-419-116-2016","48-2-419-116-2011","48-2-419-116",88335.4770881875,216612.913527488,65.1897,194.2187,1,1,0,1,0,31.753342,-94.019989,5.8,2016,2010,39,33,1,0,161,161," 231Ea",1,0,1,0,2,"TX3177109398420150209","TX31771093984","2015","02","09",2011,48,2,419,116,11,22,"48-2-419-116",2011,48,2,419,116,3,1,33,33,"48-2-419-116",2016,48,2,419,116,3,1,39,39,"48-2-419-116","2016-11-22","2016-11",1,9,13,652,21.44,1.79,555.67848,2,0,0,9261.308,2,8890.85568,1,8705.62952,0,8890.85568,1
"714","48-3-21-38-2016","48-3-21-38-2006","48-3-21-38",13467.2175393554,85491.9336976188,21.0803,109.3388,0,1,0,0,0,30.069279,-97.255805,11,2018,2007,45,35,0,0,161,161," 255Ca",1,0,7,1,3,"TX3015109722520110904","TX30151097225","2011","09","04",2006,48,3,21,38,2,6,"48-3-21-38",2006,48,3,21,38,NA,0.05565,NA,NA,"48-3-21-38",2016,48,3,21,38,NA,0.25,NA,NA,"48-3-21-38","2018-2-6","2018-2",7,-7,2,2344,77.08,6.42,0,0,0,0,0,0,0,0,0,0,0,0
"715","48-3-21-86-2015","48-3-21-86-2005","48-3-21-86",2729.83980394182,88103.9712291255,11.552,124.0969,0,1,0,0,0,30.108262,-97.281798,11.7,2017,2005,60,90,0,0,161,501," 255Ca",1,0,6,1,3,"TX3015109722520110904","TX30151097225","2011","09","04",2005,48,3,21,86,6,16,"48-3-21-86",2005,48,3,21,86,NA,0.058504,NA,NA,"48-3-21-86",2015,48,3,21,86,NA,0.038943,NA,NA,"48-3-21-86","2017-6-16","2017-6",6,-3,12,2111,69.42,5.78,1296.58312,2,185.22616,1,1667.03544,2,555.67848,1,370.45232,0,370.45232,0
"716","48-3-237-71-2016","48-3-237-71-2006","48-3-237-71",2722.76519969583,8249.50491880872,8.8418,17.358,0,1,0,1,0,33.405645,-98.272836,11.7,2018,2006,47,35,0,0,520,520," 315Ga",1,0,9,1,3,"TX3339609822720090409","TX33396098227","2009","04","09",2006,48,3,237,71,6,26,"48-3-237-71",2006,48,3,237,71,2,1,35,35,"48-3-237-71",2016,48,3,237,71,2,1,47,47,"48-3-237-71","2018-6-26","2018-6",9,2,17,3363,110.59,9.22,1296.58312,2,0,0,6297.68944,2,0,0,5001.10632,0,0,0
"717","48-4-127-19-2014","48-4-127-19-2004","48-4-127-19",16545.9670490126,13257.6822479908,40.2122,34.2976,0,0,0,0,0,28.333774,-99.418762,10.8,2015,2004,35,25,0,0,973,973," 315Ed",0,0,7,0,2,"TX2834309939720080314","TX28343099397","2008","03","14",2004,48,4,127,19,11,3,"48-4-127-19",2004,48,4,127,19,2,1,25,25,"48-4-127-19",2014,48,4,127,19,2,1,35,35,"48-4-127-19","2015-11-3","2015-11",7,8,-11,2787,91.65,7.64,0,0,0,0,0,0,0,0,0,0,0,0
"718","48-5-105-33-2016","48-5-105-33-2006","48-5-105-33",3943.03835946721,4823.75916937566,17.1799,15.5034,0,1,0,1,0,30.959088,-101.253286,11.2,2018,2006,40,30,0,0,973,973," 315Db",1,0,7,0,2,"TX3105410125020110227","TX31054101250","2011","02","27",2006,48,5,105,33,10,27,"48-5-105-33",2006,48,5,105,33,1,1,30,30,"48-5-105-33",2016,48,5,105,33,2,1,40,40,"48-5-105-33","2018-10-27","2018-10",7,8,0,2798,92.01,7.67,1852.2616,1,0,0,1111.35696,1,0,0,-740.90464,0,0,0
"719","48-5-137-33-2016","48-5-137-33-2006","48-5-137-33",0,1842.27725267466,0,8.4904,0,1,0,1,0,29.980853,-100.441633,11,2018,2007,0,15,0,0,184,999," 315Db",1,1,3,0,2,"TX3000510039120150811","TX30005100391","2015","08","11",2006,48,5,137,33,1,9,"48-5-137-33",2006,48,5,137,33,1,1,15,15,"48-5-137-33",2016,48,5,137,33,2,1,0,26,"48-5-137-33","2018-1-9","2018-1",3,-7,-2,880,28.94,2.41,0,0,0,0,0,0,0,0,0,0,0,0
"720","48-5-143-28-2015","48-5-143-28-2005","48-5-143-28",37627.6247637273,31112.0142430048,61.4641,51.6991,0,0,0,0,0,32.334323,-98.373271,11.4,2016,2005,71,60,0,0,501,501," 255Eb",0,0,10,0,2,"TX3233509835520060102","TX32335098355","2006","01","02",2005,48,5,143,28,7,27,"48-5-143-28",2005,48,5,143,28,2,1,60,60,"48-5-143-28",2015,48,5,143,28,2,1,71,71,"48-5-143-28","2016-7-27","2016-7",10,6,25,3857,126.83,10.57,555.67848,3,0,0,370.45232,2,0,0,-185.22616,-1,0,0
"721","48-5-363-100-2015","48-5-363-100-2006","48-5-363-100",5413.32758248772,8667.94995248198,15.792,36.577,0,0,0,0,0,32.869667,-98.293054,11.9,2017,2005,55,45,0,0,520,706," 315Ga",0,0,6,0,2,"TX3289209866620110413","TX32892098666","2011","04","13",2006,48,5,363,100,7,8,"48-5-363-100",2006,48,5,363,100,NA,0.25,NA,NA,"48-5-363-100",2015,48,5,363,100,NA,0.25,NA,NA,"48-5-363-100","2017-7-8","2017-7",6,3,-5,2276,74.84,6.24,1852.2616,3,185.22616,1,1111.35696,3,0,0,-740.90464,0,-185.22616,-1
"722","48-5-363-19-2016","48-5-363-19-2006","48-5-363-19",6573.97492099913,7878.1205864434,26.6304,39.8784,0,1,0,0,0,32.921542,-98.366909,11.6,2018,2006,51,40,0,0,184,706," 315Ga",1,0,7,0,2,"TX3289209866620110413","TX32892098666","2011","04","13",2006,48,5,363,19,6,28,"48-5-363-19",2006,48,5,363,19,2,1,40,40,"48-5-363-19",2016,48,5,363,19,2,1,51,51,"48-5-363-19","2018-6-28","2018-6",7,2,15,2631,86.52,7.21,0,0,0,0,0,0,0,0,0,0,0,0
"723","48-5-363-49-2014","48-5-363-49-2004","48-5-363-49",42442.0837462448,51107.9871538597,99.4401,114.0264,0,1,0,1,0,32.898258,-98.569231,11,2015,2004,65,60,0,0,973,973," 315Ga",1,0,4,0,2,"TX3289209866620110413","TX32892098666","2011","04","13",2004,48,5,363,49,2,13,"48-5-363-49",2004,48,5,363,49,3,0.299478,50,50,"48-5-363-49",2014,48,5,363,49,2,0.299478,65,65,"48-5-363-49","2015-2-13","2015-2",4,-2,0,1399,46,3.83,370.45232,2,0,0,185.22616,1,0,0,-185.22616,-1,0,0
"724","48-5-363-57-2016","48-5-363-57-2006","48-5-363-57",4883.81486838755,36100.5378700742,22.5171,162.8189,0,1,0,0,0,32.571344,-98.572676,10.9,2018,2007,67,55,0,0,184,184," 315Ga",1,0,7,1,3,"TX3289209866620110413","TX32892098666","2011","04","13",2006,48,5,363,57,3,6,"48-5-363-57",2006,48,5,363,57,3,1,55,55,"48-5-363-57",2016,48,5,363,57,2,1,67,67,"48-5-363-57","2018-3-6","2018-3",7,-1,-7,2518,82.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0
"725","48-5-363-70-2016","48-5-363-70-2006","48-5-363-70",0,4555.13374949523,0.8014,19.1542,0,1,0,0,0,32.865655,-98.240011,11.6,2018,2006,72,35,0,0,520,520," 315Ga",1,0,7,0,2,"TX3279409825320110613","TX32794098253","2011","06","13",2006,48,5,363,70,6,12,"48-5-363-70",2006,48,5,363,70,2,0.2062,60,60,"48-5-363-70",2016,48,5,363,70,3,1,72,72,"48-5-363-70","2018-6-12","2018-6",7,0,-1,2554,83.99,7,1111.35696,4,555.67848,1,370.45232,2,0,0,-740.90464,-2,-555.67848,-1
